The Age of Innocence	https://web.archive.org/web/20210125202742/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence01.asp
Alice's Adventures In Wonderland	https://web.archive.org/web/20210413025731/http://www.pinkmonkey.com/booknotes/monkeynotes/pmAlice01.asp
Around the World in Eighty Days	https://web.archive.org/web/20210422034824/http://pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld01.asp
The Awakening	https://web.archive.org/web/20201101000958/http://pinkmonkey.com/booknotes/monkeynotes/pmAwakening01.asp
Anna Karenina	https://web.archive.org/web/20210122031745/http://pinkmonkey.com/booknotes/barrons/annakrn.asp
Little Women	https://web.archive.org/web/20210211025356/http://pinkmonkey.com/booknotes/monkeynotes/pmLittle01.asp
Winesburg, Ohio	https://web.archive.org/web/20201101000519/http://pinkmonkey.com/booknotes/monkeynotes/pmWinesburg01.asp
Emma	https://web.archive.org/web/20201101000536/http://pinkmonkey.com/booknotes/monkeynotes/pmEmma01.asp
Pride and Prejudice	https://web.archive.org/web/20201101000556/http://pinkmonkey.com/booknotes/monkeynotes/pmPride01.asp
Sense and Sensibility	https://web.archive.org/web/20201101000620/http://pinkmonkey.com/booknotes/monkeynotes/pmSenseSensibility01.asp
Pride and Prejudice	https://web.archive.org/web/20201101000651/http://pinkmonkey.com/booknotes/barrons/prdnprd.asp
Jane Eyre	https://web.archive.org/web/20201101000713/http://pinkmonkey.com/booknotes/monkeynotes/pmJaneEyre01.asp
Wuthering Heights	https://web.archive.org/web/20210109231424/https://pinkmonkey.com/booknotes/monkeynotes/pmWuthering01.asp
Jane Eyre	https://web.archive.org/web/20201101000758/http://pinkmonkey.com/booknotes/barrons/janeyre.asp
Wuthering Heights	https://web.archive.org/web/20201101000840/http://pinkmonkey.com/booknotes/barrons/wutherg.asp
My Antonia	https://web.archive.org/web/20210125010656/http://www.pinkmonkey.com/booknotes/monkeynotes/pmMyAntonia01.asp
Heart of Darkness	https://web.archive.org/web/20201101001022/http://pinkmonkey.com/booknotes/monkeynotes/pmHeartDarkness01.asp
Lord Jim	https://web.archive.org/web/20201101001041/http://pinkmonkey.com/booknotes/monkeynotes/pmLordJim01.asp
The Secret Sharer	https://web.archive.org/web/20201101001102/http://pinkmonkey.com/booknotes/monkeynotes/pmSecretSharer01.asp
The Deerslayer	https://web.archive.org/web/20201101001122/http://pinkmonkey.com/booknotes/monkeynotes/pmDeerslayer01.asp
The Last of the Mohicans	https://web.archive.org/web/20201101001143/http://pinkmonkey.com/booknotes/monkeynotes/pmLastMohicans01.asp
Maggie: A Girl of the Streets	https://web.archive.org/web/20201101001205/http://pinkmonkey.com/booknotes/monkeynotes/pmMaggie01.asp
My Antonia	https://web.archive.org/web/20210124232750/http://www.pinkmonkey.com/booknotes/barrons/myanton.asp
Don Quixote	https://web.archive.org/web/20201101001335/http://pinkmonkey.com/booknotes/barrons/donquix.asp
Heart of Darkness	https://web.archive.org/web/20201101001402/http://pinkmonkey.com/booknotes/barrons/heartdk.asp
Lord Jim	https://web.archive.org/web/20201101001441/http://pinkmonkey.com/booknotes/barrons/lordjim.asp
The Secret Sharer	https://web.archive.org/web/20201101001505/http://pinkmonkey.com/booknotes/barrons/scrtshr.asp
Great Expectations	https://web.archive.org/web/20201101001527/http://pinkmonkey.com/booknotes/monkeynotes/pmGreatExpect01.asp
Oliver Twist	https://web.archive.org/web/20210303200646/https://pinkmonkey.com/booknotes/monkeynotes/pmOliver01.asp
A Tale of Two Cities	https://web.archive.org/web/20201101001651/http://pinkmonkey.com/booknotes/monkeynotes/pmTale2Cities01.asp
Crime and Punishment	https://web.archive.org/web/20201101001724/http://pinkmonkey.com/booknotes/monkeynotes/pmCrime01.asp
