Crime and Punishment	https://web.archive.org/web/20201205190904/https://www.novelguide.com/crime-and-punishment/index
My Antonia	https://web.archive.org/web/20201205123246/https://www.novelguide.com/my-antonia/index.html
Dubliners	https://web.archive.org/web/20201022034652/https://www.novelguide.com/dubliners
A Portrait of the Artist as a Young Man	https://web.archive.org/web/20210213065708/https://www.novelguide.com/a-portrait-of-the-artist-as-a-young-man
Babbitt	https://web.archive.org/web/20201022033443/https://www.novelguide.com/babbitt
Candide	https://web.archive.org/web/20210213005525/https://www.novelguide.com/candide/index
A Tale of Two Cities	https://web.archive.org/web/20201204115519/https://www.novelguide.com/a-tale-of-two-cities
Great Expectations	https://web.archive.org/web/20210212220327/https://www.novelguide.com/great-expectations/index.html
Bleak House	https://web.archive.org/web/20201126184952/https://www.novelguide.com/bleak-house
Lord Jim	https://web.archive.org/web/20210215030710/https://www.novelguide.com/lord-jim/index.html
Ethan Frome	https://web.archive.org/web/20201020203714/https://www.novelguide.com/ethan-frome/index.html
Jane Eyre	https://web.archive.org/web/20201020200836/https://www.novelguide.com/jane-eyre/index.html
War and Peace	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/index.html
Moby Dick	https://web.archive.org/web/20210212220744/https://www.novelguide.com/moby-dick/index.html
Ivanhoe	https://web.archive.org/web/20210304062321/https://www.novelguide.com/ivanhoe
Walden	https://web.archive.org/web/20210215030900/https://www.novelguide.com/walden/index.html
Siddhartha	https://web.archive.org/web/20201205184209/https://www.novelguide.com/siddhartha
Madame Bovary	https://web.archive.org/web/20210214143140/https://www.novelguide.com/madame-bovary/index
The Age of Innocence	https://web.archive.org/web/20201125171355/https://www.novelguide.com/the-age-of-innocence
The Return of the Native	https://web.archive.org/web/20201205190833/https://www.novelguide.com/the-return-of-the-native
Emma	https://web.archive.org/web/20201125170551/https://www.novelguide.com/emma
White Fang	https://web.archive.org/web/20201204115700/https://www.novelguide.com/white-fang/index.html
Adam Bede	https://web.archive.org/web/20201022024614/https://www.novelguide.com/adam-bede
The Awakening	https://web.archive.org/web/20210212221212/https://www.novelguide.com/the-awakening
Wuthering Heights	https://web.archive.org/web/20210213004212/https://www.novelguide.com/wuthering-heights/index.html
The Call of the Wild	https://web.archive.org/web/20210212220330/https://www.novelguide.com/the-call-of-the-wild
Oliver Twist	https://web.archive.org/web/20210211232302/https://www.novelguide.com/oliver-twist/index.html
Of Human Bondage	https://web.archive.org/web/20201022042309/https://www.novelguide.com/of-human-bondage
Middlemarch	https://web.archive.org/web/20201204115307/https://www.novelguide.com/middlemarch
Anthem	https://web.archive.org/web/20201125170637/https://www.novelguide.com/anthem
The Adventures of Tom Sawyer	https://web.archive.org/web/20210213000104/https://www.novelguide.com/the-adventures-of-tom-sawyer
Uncle Tom's Cabin	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/index.html
Frankenstein	https://web.archive.org/web/20210304064841/https://www.novelguide.com/frankenstein
The Beast in the Jungle	https://web.archive.org/web/20210213005538/https://www.novelguide.com/the-beast-in-the-jungle
The Scarlet Letter	https://web.archive.org/web/20201205191138/https://www.novelguide.com/the-scarlet-letter
Kidnapped	https://web.archive.org/web/20201204111843/https://www.novelguide.com/kidnapped
Sense and Sensibility	https://web.archive.org/web/20201020004256/https://www.novelguide.com/sense-and-sensibility/index.html
The Secret Sharer	https://web.archive.org/web/20201022033705/https://www.novelguide.com/the-secret-sharer
A Christmas Carol	https://web.archive.org/web/20201205175626/https://www.novelguide.com/a-christmas-carol
The Brothers Karamazov	https://web.archive.org/web/20210214151920/https://www.novelguide.com/the-brothers-karamazov
Alice in Wonderland	https://web.archive.org/web/20201020210205/https://www.novelguide.com/alice-in-wonderland/index
Heart of Darkness	https://web.archive.org/web/20201204113022/https://www.novelguide.com/heart-of-darkness
Dracula	https://web.archive.org/web/20210215030733/https://www.novelguide.com/dracula/index.htm
Tess of the d'Urbervilles	https://web.archive.org/web/20210213065711/https://www.novelguide.com/tess-of-the-durbervilles
Gulliver's Travels	https://web.archive.org/web/20210212214207/https://www.novelguide.com/gullivers-travels/index.html
A Connecticut Yankee in King Arthur's Court	https://web.archive.org/web/20201020204946/https://www.novelguide.com/a-connecticut-yankee-in-king-arthurs-court
Hard Times	https://web.archive.org/web/20201126191643/https://www.novelguide.com/hard-times/index.html
The Count of Monte Cristo	https://web.archive.org/web/20210211233037/https://www.novelguide.com/the-count-of-monte-cristo
Little Women	https://web.archive.org/web/20201204114018/https://www.novelguide.com/little-women/index.html
The Deerslayer	https://web.archive.org/web/20210216144855/https://www.novelguide.com/the-deerslayer
David Copperfield	https://web.archive.org/web/20201125172615/https://www.novelguide.com/david-copperfield/index
Around the World in Eighty Days	https://web.archive.org/web/20201204111525/https://www.novelguide.com/around-the-world-in-eighty-days
Dr. Jekyll and Mr. Hyde	https://web.archive.org/web/20210215030727/https://www.novelguide.com/dr-jekyll-and-mr-hyde/index.html
Silas Marner	https://web.archive.org/web/20210215031843/https://www.novelguide.com/silas-marner/index.html
Main Street	https://web.archive.org/web/20210211232013/https://www.novelguide.com/main-street/index.html
The Ambassadors	https://web.archive.org/web/20210212220437/https://www.novelguide.com/the-ambassadors
Treasure Island	https://web.archive.org/web/20201205123234/https://www.novelguide.com/treasure-island/index.html
The House of Mirth	https://web.archive.org/web/20210213000114/https://www.novelguide.com/the-house-mirth
Turn of the Screw	https://web.archive.org/web/20201103045858/https://www.novelguide.com/turn-of-screw/introduction
The Hound of the Baskervilles	https://web.archive.org/web/20210213070547/https://www.novelguide.com/the-hound-of-the-baskervilles
The Picture of Dorian Gray	https://web.archive.org/web/20201022042641/https://www.novelguide.com/the-picture-of-dorian-gray
The American	https://web.archive.org/web/20210212220502/https://www.novelguide.com/the-american/introduction
The House of the Seven Gables	https://web.archive.org/web/20201204115346/https://www.novelguide.com/the-house-of-the-seven-gables
Vanity Fair	https://web.archive.org/web/20200920105718/https://www.novelguide.com/vanity-fair/index.html
Under the Greenwood Tree	https://web.archive.org/web/20210213000000/https://www.novelguide.com/under-the-greenwood-tree
The Scarlet Pimpernel	https://web.archive.org/web/20201020003540/https://www.novelguide.com/the-scarlet-pimpernel
The Turn of the Screw	https://web.archive.org/web/20201204113858/https://www.novelguide.com/the-turn-of-the-screw
Washington Square	https://web.archive.org/web/20210215030911/https://www.novelguide.com/washington-square/index.html
Jude the Obscure	https://web.archive.org/web/20201125171605/https://www.novelguide.com/jude-the-obscure
The Yellow Wallpaper	https://web.archive.org/web/20201020001732/https://www.novelguide.com/the-yellow-wallpaper
The Metamorphosis	https://web.archive.org/web/20201204112028/https://www.novelguide.com/the-metamorphosis
The Trial	https://web.archive.org/web/20210212220737/https://www.novelguide.com/the-trial
The Jungle	https://web.archive.org/web/20210213070539/https://www.novelguide.com/the-jungle
Sister Carrie	https://web.archive.org/web/20210215030853/https://www.novelguide.com/sister-carrie/index.html
Anna Karenina	https://web.archive.org/web/20201020210135/https://www.novelguide.com/anna-karenina/index.html
Persuasion	https://web.archive.org/web/20210213065256/https://www.novelguide.com/persuasion/index.html
Far from the Madding Crowd	https://web.archive.org/web/20201019233316/https://www.novelguide.com/far-from-the-madding-crowd
War of the Worlds	https://web.archive.org/web/20201125174158/https://www.novelguide.com/war-of-the-worlds
Pride and Prejudice	https://web.archive.org/web/20201020001144/https://www.novelguide.com/pride-and-prejudice/index.html
Don Quixote	https://web.archive.org/web/20201020195611/https://www.novelguide.com/don-quixote/index.html
Fathers and Sons	https://web.archive.org/web/20210215031518/https://www.novelguide.com/fathers-and-sons/index.html
The Adventures of Huckleberry Finn	https://web.archive.org/web/20201204115707/https://www.novelguide.com/the-adventures-of-huckleberry-finn
Mansfield Park	https://web.archive.org/web/20210213065730/https://www.novelguide.com/mansfield-park/index.html
Winesburg, Ohio	https://web.archive.org/web/20201204113237/https://www.novelguide.com/winesburg-ohio/index.html
The Mayor of Casterbridge	https://web.archive.org/web/20201204114829/https://www.novelguide.com/the-mayor-of-casterbridge
Ulysses	https://web.archive.org/web/20210214141615/https://www.novelguide.com/ulysses
