Adam Bede	https://web.archive.org/web/20180310100656/http://www.gradesaver.com/adam-bede
The Adventures of Huckleberry Finn	https://web.archive.org/web/20201114002007/https://www.gradesaver.com:443/the-adventures-of-huckleberry-finn/
The Adventures of Tom Sawyer	https://web.archive.org/web/20201114003338/https://www.gradesaver.com/the-adventures-of-tom-sawyer/
The Age of Innocence	https://web.archive.org/web/20210126202321/https://www.gradesaver.com/the-age-of-innocence/
Alice in Wonderland	https://web.archive.org/web/20210126150451/https://www.gradesaver.com/alice-in-wonderland/
The Ambassadors	https://web.archive.org/web/20201127014010/https://www.gradesaver.com/the-ambassadors
The American	https://web.archive.org/web/20210205072922/https://www.gradesaver.com/the-american
Anna Karenina	https://web.archive.org/web/20201114001502/https://www.gradesaver.com/anna-karenina/
Anthem	https://web.archive.org/web/20180312192507/http://www.gradesaver.com/anthem
The Awakening	https://web.archive.org/web/20201114003351/https://www.gradesaver.com/the-awakening/
Babbitt	https://web.archive.org/web/20180423144610/http://www.gradesaver.com/babbitt
Bleak House	https://web.archive.org/web/20200917203217/https://www.gradesaver.com/bleak-house
The Brothers Karamazov	https://web.archive.org/web/20201114000230/https://www.gradesaver.com:443/the-brothers-karamazov/
Candide	https://web.archive.org/web/20210410201009/https://www.gradesaver.com/candide/
A Christmas Carol	https://web.archive.org/web/20201129041845/https://www.gradesaver.com/a-christmas-carol/
Connecticut Yankee in King Arthur's Court	https://web.archive.org/web/20210417151110/https://www.gradesaver.com/connecticut-yankee-in-king-arthurs-court
The Count of Monte Cristo	https://web.archive.org/web/20210125021006/https://www.gradesaver.com/the-count-of-monte-cristo/
Crime and Punishment	https://web.archive.org/web/20210126111737/https://www.gradesaver.com/crime-and-punishment
David Copperfield	https://web.archive.org/web/20210418221935/https://www.gradesaver.com/david-copperfield
Dracula	https://web.archive.org/web/20201129190035/https://www.gradesaver.com/dracula/
Dr. Jekyll and Mr. Hyde	https://web.archive.org/web/20210410173945/https://www.gradesaver.com/dr-jekyll-and-mr-hyde/
Dubliners	https://web.archive.org/web/20210410202618/https://www.gradesaver.com/dubliners/
Emma	https://web.archive.org/web/20210126054337/https://www.gradesaver.com/emma/
Ethan Frome	https://web.archive.org/web/20210410230718/https://www.gradesaver.com/ethan-frome/
Far from the Madding Crowd	https://web.archive.org/web/20210108004047/https://www.gradesaver.com/far-from-the-madding-crowd
Frankenstein	https://web.archive.org/web/20210118171252/https://www.gradesaver.com/frankenstein
Great Expectations	https://web.archive.org/web/20210225082303/https://www.gradesaver.com/great-expectations
Gulliver's Travels	https://web.archive.org/web/20210118171332/https://www.gradesaver.com/gullivers-travels
Hard Times	https://web.archive.org/web/20210411175401/https://www.gradesaver.com/hard-times/
Heart of Darkness	https://web.archive.org/web/20210125082559/https://www.gradesaver.com/heart-of-darkness/
The Hound of the Baskervilles	https://web.archive.org/web/20200218214318/https://www.gradesaver.com/the-hound-of-the-baskervilles
The House of the Seven Gables	https://web.archive.org/web/20210412132337/https://www.gradesaver.com/the-house-of-the-seven-gables
Howards End	https://web.archive.org/web/20200927215649/https://www.gradesaver.com/howards-end/
Jane Eyre	https://web.archive.org/web/20201127014820/https://www.gradesaver.com:443/jane-eyre/
Jude the Obscure	https://web.archive.org/web/20180408192623/http://www.gradesaver.com/jude-the-obscure
The Jungle	https://web.archive.org/web/20180407095842/http://www.gradesaver.com/the-jungle
Kidnapped	https://web.archive.org/web/20210124091413/https://www.gradesaver.com/kidnapped/
Little Women	https://web.archive.org/web/20210609010508/https://www.gradesaver.com/little-women
Lord Jim	https://web.archive.org/web/20210211163550/https://www.gradesaver.com/lord-jim/
Madame Bovary	https://web.archive.org/web/20210411231957/https://www.gradesaver.com/madame-bovary/
Mansfield Park	https://web.archive.org/web/20210118171143/https://www.gradesaver.com/mansfield-park
The Mayor of Casterbridge	https://web.archive.org/web/20210410084306/https://www.gradesaver.com/the-mayor-of-casterbridge/
The Metamorphosis	https://web.archive.org/web/20210410153156/https://www.gradesaver.com/the-metamorphosis/
Middlemarch	https://web.archive.org/web/20210125120143/https://www.gradesaver.com/middlemarch/
The Mill on the Floss	https://web.archive.org/web/20220307191103/https://www.gradesaver.com/the-mill-on-the-floss/
Moby Dick	https://web.archive.org/web/20210211195401/https://www.gradesaver.com/moby-dick/
My Antonia	https://web.archive.org/web/20210125015230/https://www.gradesaver.com/my-antonia/
Northanger Abbey	https://web.archive.org/web/20180330194102/http://www.gradesaver.com/northanger-abbey
