Adam Bede	Chapter 1	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapter-1
Adam Bede	Chapter 2	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapter-2
Adam Bede	Chapter 3	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapter-3
Adam Bede	Chapter 4	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapter-4
Adam Bede	Chapter 5	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapter-5
Adam Bede	Chapter 6-9	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapters-69
Adam Bede	Chapter 10	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapter-10
Adam Bede	Chapter 11	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapter-11
Adam Bede	Chapter 12-13	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapters-1213
Adam Bede	Chapter 14-15	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapters-1415
Adam Bede	Chapter 16	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-i-chapter-16
Adam Bede	Chapter 17	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-ii-chapter-17
Adam Bede	Chapter 18	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-ii-chapter-18
Adam Bede	Chapter 19	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-ii-chapter-19
Adam Bede	Chapter 20	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-ii-chapter-20
Adam Bede	Chapter 21	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-ii-chapter-21
Adam Bede	Chapter 22-26	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-iii-chapters-2226
Adam Bede	Chapter 27-28	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-iv-chapters-2728
Adam Bede	Chapter 29	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-iv-chapter-29
Adam Bede	Chapter 30-31	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-iv-chapters-3031
Adam Bede	Chapter 32	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-iv-chapter-32
Adam Bede	Chapter 33-34	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-iv-chapters-3334
Adam Bede	Chapter 35	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-iv-chapter-35
Adam Bede	Chapter 36-37	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-v-chapters-3637
Adam Bede	Chapter 38	https://web.archive.org/web/20201219141532/https://www.cliffsnotes.com/literature/a/adam-bede/summary-and-analysis/book-v-chapter-38
