The Age of Innocence	Chapter 1	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence15.asp
The Age of Innocence	Chapter 2	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence17.asp
The Age of Innocence	Chapter 3	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence19.asp
The Age of Innocence	Chapter 5	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence21.asp
The Age of Innocence	Chapter 7	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence24.asp
The Age of Innocence	Chapter 9	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence27.asp
The Age of Innocence	Chapter 11	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence30.asp
The Age of Innocence	Chapter 13	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence32.asp
The Age of Innocence	Chapter 15	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence34.asp
The Age of Innocence	Chapter 17	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence37.asp
The Age of Innocence	Chapter 19	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence40.asp
The Age of Innocence	Chapter 21	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence42.asp
The Age of Innocence	Chapter 23	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence45.asp
The Age of Innocence	Chapter 25	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence47.asp
The Age of Innocence	Chapter 27	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence50.asp
The Age of Innocence	Chapter 29	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence52.asp
The Age of Innocence	Chapter 31	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence54.asp
The Age of Innocence	Chapter 33	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence56.asp
The Age of Innocence	Chapter 34	https://web.archive.org/web/20201101055423/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAgeOfInnocence58.asp
Alice's Adventures In Wonderland	Chapter 1	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice09.asp
Alice's Adventures In Wonderland	Chapter 2	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice10.asp
Alice's Adventures In Wonderland	Chapter 3	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice11.asp
Alice's Adventures In Wonderland	Chapter 4	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice12.asp
Alice's Adventures In Wonderland	Chapter 5	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice13.asp
Alice's Adventures In Wonderland	Chapter 6	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice14.asp
Alice's Adventures In Wonderland	Chapter 7	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice15.asp
Alice's Adventures In Wonderland	Chapter 8	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice16.asp
Alice's Adventures In Wonderland	Chapter 9	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice17.asp
Alice's Adventures In Wonderland	Chapter 11	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice19.asp
Alice's Adventures In Wonderland	Chapter 12	https://web.archive.org/web/20210422194958/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAlice20.asp
Around the World in Eighty Days	Chapter 1	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld15.asp
Around the World in Eighty Days	Chapter 2	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld17.asp
Around the World in Eighty Days	Chapter 3	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld19.asp
Around the World in Eighty Days	Chapter 4	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld22.asp
Around the World in Eighty Days	Chapter 5	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld24.asp
Around the World in Eighty Days	Chapter 6	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld26.asp
Around the World in Eighty Days	Chapter 7	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld29.asp
Around the World in Eighty Days	Chapter 8	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld31.asp
Around the World in Eighty Days	Chapter 9	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld33.asp
Around the World in Eighty Days	Chapter 10	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld36.asp
Around the World in Eighty Days	Chapter 11	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld39.asp
Around the World in Eighty Days	Chapter 12	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld43.asp
Around the World in Eighty Days	Chapter 13	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld47.asp
Around the World in Eighty Days	Chapter 14	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld51.asp
Around the World in Eighty Days	Chapter 15	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld54.asp
Around the World in Eighty Days	Chapter 16	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld55.asp
Around the World in Eighty Days	Chapter 17	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld56.asp
Around the World in Eighty Days	Chapter 18	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld57.asp
Around the World in Eighty Days	Chapter 19	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld58.asp
Around the World in Eighty Days	Chapter 20	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld59.asp
Around the World in Eighty Days	Chapter 21	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld60.asp
Around the World in Eighty Days	Chapter 22	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld61.asp
Around the World in Eighty Days	Chapter 23	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld62.asp
Around the World in Eighty Days	Chapter 24	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld63.asp
Around the World in Eighty Days	Chapter 25	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld64.asp
Around the World in Eighty Days	Chapter 26	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld65.asp
Around the World in Eighty Days	Chapter 27	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld66.asp
Around the World in Eighty Days	Chapter 28	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld67.asp
Around the World in Eighty Days	Chapter 29	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld68.asp
Around the World in Eighty Days	Chapter 30	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld69.asp
Around the World in Eighty Days	Chapter 31	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld70.asp
Around the World in Eighty Days	Chapter 32	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld71.asp
Around the World in Eighty Days	Chapter 33	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld72.asp
Around the World in Eighty Days	Chapter 34	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld73.asp
Around the World in Eighty Days	Chapter 35	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld74.asp
Around the World in Eighty Days	Chapter 36	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld75.asp
Around the World in Eighty Days	Chapter 37	https://web.archive.org/web/20210411103546/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAroundWorld76.asp
The Awakening	Chapter I-VI	https://web.archive.org/web/20210412040437/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAwakening10.asp
The Awakening	Chapter VII-XII	https://web.archive.org/web/20210412040437/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAwakening13.asp
The Awakening	Chapter XIII-XVI	https://web.archive.org/web/20210412040437/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAwakening17.asp
The Awakening	Chapter XVII-XXI	https://web.archive.org/web/20210412040437/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAwakening21.asp
The Awakening	Chapter XXII-XXV	https://web.archive.org/web/20210412040437/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAwakening25.asp
The Awakening	Chapter XXVI-XXXII	https://web.archive.org/web/20210412040437/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAwakening28.asp
The Awakening	Chapter XXXIII-XXXIX	https://web.archive.org/web/20210412040437/http:/www.pinkmonkey.com/booknotes/monkeynotes/pmAwakening33.asp
Little Women	Chapter 1	https://web.archive.org/web/20201103065757/http:/pinkmonkey.com/booknotes/monkeynotes/pmLittle09.asp
Little Women	Chapter 2	https://web.archive.org/web/20201103065757/http:/pinkmonkey.com/booknotes/monkeynotes/pmLittle10.asp
Little Women	Chapter 3	https://web.archive.org/web/20201103065757/http:/pinkmonkey.com/booknotes/monkeynotes/pmLittle11.asp
Little Women	Chapter 4	https://web.archive.org/web/20201103065757/http:/pinkmonkey.com/booknotes/monkeynotes/pmLittle12.asp
Little Women	Chapter 5	https://web.archive.org/web/20201103065757/http:/pinkmonkey.com/booknotes/monkeynotes/pmLittle13.asp
Little Women	Chapter 6	https://web.archive.org/web/20201103065757/http:/pinkmonkey.com/booknotes/monkeynotes/pmLittle14.asp
Little Women	Chapter 7	https://web.archive.org/web/20201103065757/http:/pinkmonkey.com/booknotes/monkeynotes/pmLittle15.asp
