Uncle Tom's Cabin	Chapters 1-3	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/novel-summary
Uncle Tom's Cabin	Chapters 4-6	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap4-6
Uncle Tom's Cabin	Chapters 7-9	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap7-9
Uncle Tom's Cabin	Chapters 10-12	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap10-12
Uncle Tom's Cabin	Chapters 13-15	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap13-15
Uncle Tom's Cabin	Chapters 16-18	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap16-18
Uncle Tom's Cabin	Chapters 19-21	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap19-21
Uncle Tom's Cabin	Chapters 22-24	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap22-24
Uncle Tom's Cabin	Chapters 25-27	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap25-27
Uncle Tom's Cabin	Chapters 28-30	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap28-30
Uncle Tom's Cabin	Chapters 31-33	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap31-33
Uncle Tom's Cabin	Chapters 34-36	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap34-36
Uncle Tom's Cabin	Chapters 37-39	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap37-39
Uncle Tom's Cabin	Chapters 40-42	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap40-42
Uncle Tom's Cabin	Chapters 43-45	https://web.archive.org/web/20210212214624/https://www.novelguide.com/uncle-toms-cabin/summaries/chap43-45
War and Peace	Novel Summary	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/novel-summary
War and Peace	Book One	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-one
War and Peace	Book Two	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-two
War and Peace	Book Three	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-three
War and Peace	Book Four	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-four
War and Peace	Book Five	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-five
War and Peace	Book Six	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-six
War and Peace	Book Seven	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-seven
War and Peace	Book Eight	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-eighth
War and Peace	Book Nine	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-nine
War and Peace	Book Eleven	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-eleven
War and Peace	Book Twelve	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-twelve
War and Peace	Book Thirteen	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-thirteen
War and Peace	Book Fourteen	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-fourteen
War and Peace	Book Fifteen	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/book-fifteen
War and Peace	First Epilogue	https://web.archive.org/web/20201020201650/https://www.novelguide.com/war-and-peace/summaries/first-epilogue
